 time            v(b_out)        time            v(u_puf_u_core_sel_ro) time            v(q)           
 0.00000000e+00  4.68653891e-09  0.00000000e+00  2.46749718e-09  0.00000000e+00  2.46749746e-09 
 2.57850000e-09  9.42482529e-01  2.57850000e-09  2.96560398e-09  2.57850000e-09  2.46768661e-09 
 2.57950000e-09  9.78658539e-01  2.57950000e-09  2.96506858e-09  2.57950000e-09  2.46768528e-09 
 2.58050000e-09  1.01493919e+00  2.58050000e-09  2.96417768e-09  2.58050000e-09  2.46768483e-09 
 2.58150000e-09  1.05106932e+00  2.58150000e-09  2.96230890e-09  2.58150000e-09  2.46768278e-09 
 2.58250000e-09  1.08689487e+00  2.58250000e-09  2.95980229e-09  2.58250000e-09  2.46768406e-09 
 2.58350000e-09  1.12241452e+00  2.58350000e-09  2.95794089e-09  2.58350000e-09  2.46768372e-09 
 2.91550000e-09  1.94999975e+00  2.91550000e-09  8.25621073e-01  2.91550000e-09 -6.25684793e-05 
 2.91650000e-09  1.94999995e+00  2.91650000e-09  8.96111166e-01  2.91650000e-09 -9.96127283e-05 
 2.91750000e-09  1.94999979e+00  2.91750000e-09  9.66088379e-01  2.91750000e-09 -1.29588074e-04 
 2.91850000e-09  1.94999997e+00  2.91850000e-09  1.03541522e+00  2.91850000e-09 -1.47850320e-04 
 2.91950000e-09  1.94999981e+00  2.91950000e-09  1.10413290e+00  2.91950000e-09 -1.60624148e-04 
 2.92050000e-09  1.94999998e+00  2.92050000e-09  1.17237539e+00  2.92050000e-09 -1.79880694e-04 
 3.03550000e-09  1.94932372e+00  3.03550000e-09  1.94987798e+00  3.03550000e-09  8.73841751e-01 
 3.03650000e-09  1.94895104e+00  3.03650000e-09  1.94988377e+00  3.03650000e-09  9.34516032e-01 
 3.03750000e-09  1.94851805e+00  3.03750000e-09  1.94989414e+00  3.03750000e-09  9.94159850e-01 
 3.03850000e-09  1.94806166e+00  3.03850000e-09  1.94989860e+00  3.03850000e-09  1.05483810e+00 
 3.03950000e-09  1.94758158e+00  3.03950000e-09  1.94991011e+00  3.03950000e-09  1.12046864e+00 
 3.04050000e-09  1.94704389e+00  3.04050000e-09  1.94990212e+00  3.04050000e-09  1.19327964e+00 
 3.11450000e-09  1.14033008e+00  3.11450000e-09  1.94997712e+00  3.11450000e-09  1.94941563e+00 
 3.11550000e-09  1.08804046e+00  3.11550000e-09  1.94997835e+00  3.11550000e-09  1.94942281e+00 
 3.11650000e-09  1.03585529e+00  3.11650000e-09  1.94997836e+00  3.11650000e-09  1.94949707e+00 
 3.11750000e-09  9.83671121e-01  3.11750000e-09  1.94997948e+00  3.11750000e-09  1.94949950e+00 
 3.11850000e-09  9.31460461e-01  3.11850000e-09  1.94997944e+00  3.11850000e-09  1.94956693e+00 
