 time            v(b_out)        time            v(u_puf_u_core_sel_ro) time            v(q)           
 0.00000000e+00  4.68653885e-09  0.00000000e+00  2.46749735e-09  0.00000000e+00  2.46749746e-09 
 2.57750000e-09  9.12262226e-01  2.57750000e-09  2.97775188e-09  2.57750000e-09  2.46769194e-09 
 2.57850000e-09  9.53310683e-01  2.57850000e-09  2.97922698e-09  2.57850000e-09  2.46768145e-09 
 2.57950000e-09  9.93772168e-01  2.57950000e-09  2.97637082e-09  2.57950000e-09  2.46767329e-09 
 2.58050000e-09  1.03364605e+00  2.58050000e-09  2.97172492e-09  2.58050000e-09  2.46767434e-09 
 2.58150000e-09  1.07298970e+00  2.58150000e-09  2.96976393e-09  2.58150000e-09  2.46768167e-09 
 2.58250000e-09  1.11184490e+00  2.58250000e-09  2.96092756e-09  2.58250000e-09  2.46767135e-09 
 2.89350000e-09  1.94996422e+00  2.89350000e-09  7.91835847e-01  2.89350000e-09 -4.44509706e-05 
 2.89450000e-09  1.94996424e+00  2.89450000e-09  8.74869146e-01  2.89450000e-09 -9.65645690e-05 
 2.89550000e-09  1.94996451e+00  2.89550000e-09  9.56277771e-01  2.89550000e-09 -1.40242218e-04 
 2.89650000e-09  1.94996453e+00  2.89650000e-09  1.03591056e+00  2.89650000e-09 -1.69938330e-04 
 2.89750000e-09  1.94996481e+00  2.89750000e-09  1.11370186e+00  2.89750000e-09 -1.89460363e-04 
 2.89850000e-09  1.94996483e+00  2.89850000e-09  1.18977139e+00  2.89850000e-09 -2.04651725e-04 
 3.01350000e-09  1.94991322e+00  3.01350000e-09  1.94994132e+00  3.01350000e-09  8.90215840e-01 
 3.01450000e-09  1.94998595e+00  3.01450000e-09  1.94994842e+00  3.01450000e-09  9.50521378e-01 
 3.01550000e-09  1.95009889e+00  3.01550000e-09  1.94995452e+00  3.01550000e-09  1.01010785e+00 
 3.01650000e-09  1.95023778e+00  3.01650000e-09  1.94996015e+00  3.01650000e-09  1.07183741e+00 
 3.01750000e-09  1.95042199e+00  3.01750000e-09  1.94996532e+00  3.01750000e-09  1.13951990e+00 
 3.01850000e-09  1.95063223e+00  3.01850000e-09  1.94995905e+00  3.01850000e-09  1.21282144e+00 
 3.11450000e-09  1.13359184e+00  3.11450000e-09  1.94999828e+00  3.11450000e-09  1.94988611e+00 
 3.11550000e-09  1.08158112e+00  3.11550000e-09  1.94999813e+00  3.11550000e-09  1.94987226e+00 
 3.11650000e-09  1.02985643e+00  3.11650000e-09  1.94999847e+00  3.11650000e-09  1.94990145e+00 
 3.11750000e-09  9.78318399e-01  3.11750000e-09  1.94999832e+00  3.11750000e-09  1.94988723e+00 
 3.11850000e-09  9.26948422e-01  3.11850000e-09  1.94999865e+00  3.11850000e-09  1.94991474e+00 
 3.11950000e-09  8.75681678e-01  3.11950000e-09  1.94999849e+00  3.11950000e-09  1.94990025e+00 
 3.55850000e-09 -2.49985815e-06  3.55850000e-09  1.16713182e+00  3.55850000e-09  1.94994063e+00 
 3.55950000e-09 -1.24923078e-07  3.55950000e-09  1.11287492e+00  3.55950000e-09  1.94993563e+00 
 3.56050000e-09  2.90923855e-06  3.56050000e-09  1.05795309e+00  3.56050000e-09  1.94993494e+00 
 3.56150000e-09  6.82688591e-06  3.56150000e-09  1.00239286e+00  3.56150000e-09  1.94993906e+00 
 3.56250000e-09  1.41208182e-05  3.56250000e-09  9.46184495e-01  3.56250000e-09  1.94995030e+00 
 3.56350000e-09  2.39483259e-05  3.56350000e-09  8.89366386e-01  3.56350000e-09  1.94996786e+00 
 3.69950000e-09  9.10691133e-01  3.69950000e-09  3.08665894e-04  3.69950000e-09  1.94986533e+00 
 3.70050000e-09  9.51762527e-01  3.70050000e-09  3.03172857e-04  3.70050000e-09  1.94986911e+00 
 3.70150000e-09  9.92246167e-01  3.70150000e-09  2.93412779e-04  3.70150000e-09  1.94987286e+00 
 3.70250000e-09  1.03214263e+00  3.70250000e-09  2.88318806e-04  3.70250000e-09  1.94987653e+00 
 3.70350000e-09  1.07150718e+00  3.70350000e-09  2.79040872e-04  3.70350000e-09  1.94988016e+00 
 3.70450000e-09  1.11038281e+00  3.70450000e-09  2.74280869e-04  3.70450000e-09  1.94988368e+00 
 4.01550000e-09  1.94996419e+00  4.01550000e-09  8.22801249e-01  4.01550000e-09  1.95007903e+00 
 4.01650000e-09  1.94996424e+00  4.01650000e-09  9.05255145e-01  4.01650000e-09  1.94994794e+00 
 4.01750000e-09  1.94996450e+00  4.01750000e-09  9.85841117e-01  4.01750000e-09  1.94981147e+00 
